sterkt stadium	Forma konsonantgruppa har f.eks. i nominativ entall i likestavelsessubstantiv, eller i infinitiv.

subjekt	Setningsdel som bøyes i samsvar med verbet, f.eks. 'Boares gussa' lea návehis. Subjekt kan også være infinitiv, bisetning.....

superlativ	Høyeste grad av adjektiver: 'stuorimus' 'boarráseamos'. Test med et adjektiv i positiv (grunnform): XXX

svakt stadium	Forma konsonantgruppa har f.eks. i nominativ flertall i likestavelsessubstantiv, eller i nektingsforma av likestavelsesverb.

takt	Gruppe av stavelser der den første stavelsen har trykk: (sáme)(giella) og (vil)(bealli) har begge to takter

tallord	Ord som angir antall: 'okta' 'guokte' 'golbma'.  Test med et tall: XXX

transitivt verb	Verb som tar objekt i akkusativ: Mun 'boran' láibbi.

ulikestavelsessubstantiv	Substantiv som har tre stavelser ei takt i flertall: 'rieban - riebanat' 'nisu - nissonat'. Nominativ entall og essiv har svakt stadium, de andre formene har stekt stadium, men ikke alle ulikestavelses substantiver har stadievekling. Test med et substantiv i nominativ (grunnform) og få bøyningsformene: XXX 

ulikestavelsesverb	Verb som har tre stavelser. De ender alltid på -it i infitiv: 'muitalit' 'boradit'. Verbene har ikke stadieveksling.  Test med et verb i infinitiv (grunnform) og få bøyningsformene: XXX 

